商品ID,名称,价格,浏览量,销量,库存
1131,联想(Lenovo)小新Pro13 2020性能版 英特尔酷睿i7 全面屏轻薄独显笔记本电脑(i7 16G 512G MX350 100%sRGB)银,7299.00,20,43,118
1132,联想ThinkPad 锐 E590 15.6英寸轻薄窄边框商务游戏笔记本电脑 i5-8265U 官方标配：4G内存 1TB机械硬盘 （0UCD） HD/2G独显/office,4199.00,876,213,539
1133,联想(Lenovo)小新Pro13 2020 英特尔酷睿i5高性能轻薄独显笔记本电脑(i5 16G 512G MX350 100%sRGB )沧海冰蓝,6299.00,513,776,235
1134,戴尔DELL灵越5000 15.6英寸高性能轻薄笔记本电脑(十代i5-1035G1 8G 512GSSD MX230 2G独显)银,4619.00,210,117,698
1135,戴尔DELL灵越5000fit 15.6英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机),5599.00,112,830,627
1136,Apple 2019款 MacBook Pro 13.3【带触控栏】八代i5 8G 256G RP645显卡 深空灰 笔记本电脑 MUHP2CH/A,9299.00,725,640,314
1137,RedmiBook 14英寸全金属超轻薄(英特尔酷睿i3处理器 4G 256G SSD Office 支持手环疾速解锁 Win10)游戏 银 手提 笔记本电脑 小米 红米,2999.00,531,365,112
1138,惠普(HP)星14-ce3081TX 14英寸轻薄笔记本电脑(i5-1035G1 16G 512GSSD MX330 2G FHD IPS)静谧银,5499.00,382,131,782
1139,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 集显 3K触控)灰,7988.00,210,638,570
1140,联想ThinkPad 翼490(E490 2DCD)英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8265U 8G 128GSSD+1T 2G独显)冰原银,4499.00,445,445,772
1141,宏碁(Acer)新蜂鸟3 移动超能版 3:2生产力2K高清屏 2020款全面屏轻薄高性能笔记本电脑(i5/16G/512G/Win10)银,4789.00,350,440,186
1142,华硕(ASUS) 顽石六代Pro 高性能锐龙 15.6英寸轻薄笔记本电脑(R7-3700U 8G 512SSD 正版WIN10)银色,3699.00,167,141,417
1143,联想ThinkPad E14 十代英特尔酷睿i5-10210U 14英寸全高清屏商务轻薄笔记本电脑 8G 128G固态+1TB混合双盘 独显 3CCD,4999.00,255,592,414
1144,联想(Lenovo)  Y9000X 英特尔酷睿i715.6英寸高性能标压轻薄笔记本电脑(i7-9750H 16G 1TSSD 4K UHD)深空灰,9299.00,863,412,898
1145,Apple 2020新款 MacBook Pro 13.3【带触控栏】十代i5 16G 512G 2.0GHz 深空灰 笔记本电脑 轻薄本 MWP42CH/A,13999.00,645,541,678
1146,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 独显 3K触控)灰,8988.00,722,180,932
1147,华为(HUAWEI)MateBook 13 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 16G 512G MX250 触控屏 多屏协同)灰,5999.00,96,226,943
1148,戴尔DELL灵越5000 fit 14英寸英特尔酷睿i7轻薄笔记本电脑(十代i7-10510U 8G 1TSSD MX250 2G 2年整机上门)银,6799.00,933,400,568
1149,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i7-10510U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,6299.00,117,378,95
1150,联想ThinkPad E15 2020 15.6英寸大屏商务轻薄游戏笔记本电脑 酷睿十代 I5-10210U 8G512G独显@3QCD标配 FHD高清,4999.00,169,920,983
1151,华为(HUAWEI)MateBook D 15全面屏轻薄笔记本电脑多屏协同便携超级快充(十代酷睿i5 16G+512G 独显)银,5399.00,585,174,400
1152,惠普（HP）战66 三代 AMD版14英寸轻薄笔记本电脑（锐龙7nm 六核 R5-4500U 8G 512G 一年上门+意外 2年电池）,4099.00,445,874,160
1153,Apple 2019新品 MacBook Pro 16【带触控栏】九代六核i7 16G 512G 深空灰 Radeon Pro 5300M显卡 笔记本电脑 轻薄本 移动工作站  MVVJ2CH/A,18099.00,820,423,42
1154,联想小新Air14锐龙版2020款R5笔记本电脑超薄本六核超级本R7学生用轻薄女生商务办公游戏超极本 标配丨R5-4600U 8G 256G固态 深空灰 新品7纳米/上网课,3499.00,139,618,640
1155,联想ThinkPad T495(02CD)14英寸轻薄笔记本电脑(R5 PRO-3500U 8G 512GSSD FHD Micro SD读卡器),4589.00,698,611,500
1156,联想(Lenovo) S550 14英寸 AMD锐龙版(全新12nm)轻薄笔记本电脑(R5-3500U 8G 512G PCIE IPS)太空灰,3799.00,819,951,361
1157,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i7 16G 512G MX350 100%sRGB）冰河银,6699.00,83,999,297
1158,荣耀笔记本电脑MagicBook Pro 16.1英寸全面屏轻薄性能本（酷睿i5 16G 512G MX250 100%sRGB Win10 ）冰河银,4499.00,724,321,645
1159,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i5 16G 512G MX350 100%sRGB）冰河银,5599.00,741,120,601
1160,联想(Lenovo)小新Pro13 2020 高性能轻薄独显笔记本电脑(十代i7 16G 512G MX350人脸识别 100%sRGB )沧海冰蓝,7299.00,515,547,141
1161,联想(Lenovo)小新Pro13 2020性能版 英特尔酷睿i7 全面屏轻薄独显笔记本电脑(i7 16G 512G MX350 100%sRGB)银,7299.00,689,434,53
1162,联想ThinkPad 锐 E590 15.6英寸轻薄窄边框商务游戏笔记本电脑 i5-8265U 官方标配：4G内存 1TB机械硬盘 （0UCD） HD/2G独显/office,4199.00,694,227,144
1163,联想(Lenovo)小新Pro13 2020 英特尔酷睿i5高性能轻薄独显笔记本电脑(i5 16G 512G MX350 100%sRGB )沧海冰蓝,6299.00,331,19,157
1164,戴尔DELL灵越5000 15.6英寸高性能轻薄笔记本电脑(十代i5-1035G1 8G 512GSSD MX230 2G独显)银,4619.00,596,482,903
1165,戴尔DELL灵越5000fit 15.6英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机),5599.00,853,627,501
1166,Apple 2019款 MacBook Pro 13.3【带触控栏】八代i5 8G 256G RP645显卡 深空灰 笔记本电脑 MUHP2CH/A,9299.00,145,52,798
1167,RedmiBook 14英寸全金属超轻薄(英特尔酷睿i3处理器 4G 256G SSD Office 支持手环疾速解锁 Win10)游戏 银 手提 笔记本电脑 小米 红米,2999.00,396,745,565
1168,惠普(HP)星14-ce3081TX 14英寸轻薄笔记本电脑(i5-1035G1 16G 512GSSD MX330 2G FHD IPS)静谧银,5499.00,268,233,490
1169,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 集显 3K触控)灰,7988.00,937,749,629
1170,联想ThinkPad 翼490(E490 2DCD)英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8265U 8G 128GSSD+1T 2G独显)冰原银,4499.00,445,82,564
1171,宏碁(Acer)新蜂鸟3 移动超能版 3:2生产力2K高清屏 2020款全面屏轻薄高性能笔记本电脑(i5/16G/512G/Win10)银,4789.00,487,180,378
1172,华硕(ASUS) 顽石六代Pro 高性能锐龙 15.6英寸轻薄笔记本电脑(R7-3700U 8G 512SSD 正版WIN10)银色,3699.00,694,695,956
1173,联想ThinkPad E14 十代英特尔酷睿i5-10210U 14英寸全高清屏商务轻薄笔记本电脑 8G 128G固态+1TB混合双盘 独显 3CCD,4999.00,91,447,855
1174,联想(Lenovo)  Y9000X 英特尔酷睿i715.6英寸高性能标压轻薄笔记本电脑(i7-9750H 16G 1TSSD 4K UHD)深空灰,9299.00,593,54,949
1175,Apple 2020新款 MacBook Pro 13.3【带触控栏】十代i5 16G 512G 2.0GHz 深空灰 笔记本电脑 轻薄本 MWP42CH/A,13999.00,247,631,405
1176,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 独显 3K触控)灰,8988.00,305,629,33
1177,华为(HUAWEI)MateBook 13 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 16G 512G MX250 触控屏 多屏协同)灰,5999.00,108,157,644
1178,戴尔DELL灵越5000 fit 14英寸英特尔酷睿i7轻薄笔记本电脑(十代i7-10510U 8G 1TSSD MX250 2G 2年整机上门)银,6799.00,588,767,14
1179,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i7-10510U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,6299.00,102,200,458
1180,联想ThinkPad E15 2020 15.6英寸大屏商务轻薄游戏笔记本电脑 酷睿十代 I5-10210U 8G512G独显@3QCD标配 FHD高清,4999.00,117,960,965
1181,华为(HUAWEI)MateBook D 15全面屏轻薄笔记本电脑多屏协同便携超级快充(十代酷睿i5 16G+512G 独显)银,5399.00,58,839,622
1182,惠普（HP）战66 三代 AMD版14英寸轻薄笔记本电脑（锐龙7nm 六核 R5-4500U 8G 512G 一年上门+意外 2年电池）,4099.00,471,567,844
1183,Apple 2019新品 MacBook Pro 16【带触控栏】九代六核i7 16G 512G 深空灰 Radeon Pro 5300M显卡 笔记本电脑 轻薄本 移动工作站  MVVJ2CH/A,18099.00,484,662,117
1184,联想小新Air14锐龙版2020款R5笔记本电脑超薄本六核超级本R7学生用轻薄女生商务办公游戏超极本 标配丨R5-4600U 8G 256G固态 深空灰 新品7纳米/上网课,3499.00,888,459,874
1185,联想ThinkPad T495(02CD)14英寸轻薄笔记本电脑(R5 PRO-3500U 8G 512GSSD FHD Micro SD读卡器),4589.00,956,341,444
1186,联想(Lenovo) S550 14英寸 AMD锐龙版(全新12nm)轻薄笔记本电脑(R5-3500U 8G 512G PCIE IPS)太空灰,3799.00,26,531,429
1187,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i7 16G 512G MX350 100%sRGB）冰河银,6699.00,184,393,926
1188,荣耀笔记本电脑MagicBook Pro 16.1英寸全面屏轻薄性能本（酷睿i5 16G 512G MX250 100%sRGB Win10 ）冰河银,4499.00,181,754,57
1189,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i5 16G 512G MX350 100%sRGB）冰河银,5599.00,561,631,434
1190,联想(Lenovo)小新Pro13 2020 高性能轻薄独显笔记本电脑(十代i7 16G 512G MX350人脸识别 100%sRGB )沧海冰蓝,7299.00,386,967,939
1191,联想(Lenovo)小新Pro13 2020性能版 英特尔酷睿i7 全面屏轻薄独显笔记本电脑(i7 16G 512G MX350 100%sRGB)银,7299.00,653,240,540
1192,联想ThinkPad 锐 E590 15.6英寸轻薄窄边框商务游戏笔记本电脑 i5-8265U 官方标配：4G内存 1TB机械硬盘 （0UCD） HD/2G独显/office,4199.00,554,501,564
1193,联想(Lenovo)小新Pro13 2020 英特尔酷睿i5高性能轻薄独显笔记本电脑(i5 16G 512G MX350 100%sRGB )沧海冰蓝,6299.00,243,591,528
1194,戴尔DELL灵越5000 15.6英寸高性能轻薄笔记本电脑(十代i5-1035G1 8G 512GSSD MX230 2G独显)银,4619.00,33,225,250
1195,戴尔DELL灵越5000fit 15.6英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机),5599.00,244,974,214
1196,Apple 2019款 MacBook Pro 13.3【带触控栏】八代i5 8G 256G RP645显卡 深空灰 笔记本电脑 MUHP2CH/A,9299.00,180,875,158
1197,RedmiBook 14英寸全金属超轻薄(英特尔酷睿i3处理器 4G 256G SSD Office 支持手环疾速解锁 Win10)游戏 银 手提 笔记本电脑 小米 红米,2999.00,27,523,905
1198,惠普(HP)星14-ce3081TX 14英寸轻薄笔记本电脑(i5-1035G1 16G 512GSSD MX330 2G FHD IPS)静谧银,5499.00,449,239,744
1199,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 集显 3K触控)灰,7988.00,611,68,479
1200,联想ThinkPad 翼490(E490 2DCD)英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8265U 8G 128GSSD+1T 2G独显)冰原银,4499.00,118,237,107
1201,宏碁(Acer)新蜂鸟3 移动超能版 3:2生产力2K高清屏 2020款全面屏轻薄高性能笔记本电脑(i5/16G/512G/Win10)银,4789.00,341,721,643
1202,华硕(ASUS) 顽石六代Pro 高性能锐龙 15.6英寸轻薄笔记本电脑(R7-3700U 8G 512SSD 正版WIN10)银色,3699.00,187,98,668
1203,联想ThinkPad E14 十代英特尔酷睿i5-10210U 14英寸全高清屏商务轻薄笔记本电脑 8G 128G固态+1TB混合双盘 独显 3CCD,4999.00,959,291,232
1204,联想(Lenovo)  Y9000X 英特尔酷睿i715.6英寸高性能标压轻薄笔记本电脑(i7-9750H 16G 1TSSD 4K UHD)深空灰,9299.00,874,23,334
1205,Apple 2020新款 MacBook Pro 13.3【带触控栏】十代i5 16G 512G 2.0GHz 深空灰 笔记本电脑 轻薄本 MWP42CH/A,13999.00,533,727,338
1206,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 独显 3K触控)灰,8988.00,298,242,936
1207,华为(HUAWEI)MateBook 13 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 16G 512G MX250 触控屏 多屏协同)灰,5999.00,201,580,642
1208,戴尔DELL灵越5000 fit 14英寸英特尔酷睿i7轻薄笔记本电脑(十代i7-10510U 8G 1TSSD MX250 2G 2年整机上门)银,6799.00,651,173,242
1209,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i7-10510U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,6299.00,487,877,750
1210,联想ThinkPad E15 2020 15.6英寸大屏商务轻薄游戏笔记本电脑 酷睿十代 I5-10210U 8G512G独显@3QCD标配 FHD高清,4999.00,115,577,480
1211,华为(HUAWEI)MateBook D 15全面屏轻薄笔记本电脑多屏协同便携超级快充(十代酷睿i5 16G+512G 独显)银,5399.00,9,458,602
1212,惠普（HP）战66 三代 AMD版14英寸轻薄笔记本电脑（锐龙7nm 六核 R5-4500U 8G 512G 一年上门+意外 2年电池）,4099.00,193,486,215
1213,Apple 2019新品 MacBook Pro 16【带触控栏】九代六核i7 16G 512G 深空灰 Radeon Pro 5300M显卡 笔记本电脑 轻薄本 移动工作站  MVVJ2CH/A,18099.00,759,50,374
1214,联想小新Air14锐龙版2020款R5笔记本电脑超薄本六核超级本R7学生用轻薄女生商务办公游戏超极本 标配丨R5-4600U 8G 256G固态 深空灰 新品7纳米/上网课,3499.00,148,400,10
1215,联想ThinkPad T495(02CD)14英寸轻薄笔记本电脑(R5 PRO-3500U 8G 512GSSD FHD Micro SD读卡器),4589.00,150,671,938
1216,联想(Lenovo) S550 14英寸 AMD锐龙版(全新12nm)轻薄笔记本电脑(R5-3500U 8G 512G PCIE IPS)太空灰,3799.00,612,928,524
1217,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i7 16G 512G MX350 100%sRGB）冰河银,6699.00,558,379,750
1218,荣耀笔记本电脑MagicBook Pro 16.1英寸全面屏轻薄性能本（酷睿i5 16G 512G MX250 100%sRGB Win10 ）冰河银,4499.00,743,710,351
1219,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i5 16G 512G MX350 100%sRGB）冰河银,5599.00,467,407,267
1220,联想(Lenovo)小新Pro13 2020 高性能轻薄独显笔记本电脑(十代i7 16G 512G MX350人脸识别 100%sRGB )沧海冰蓝,7299.00,53,629,953
1221,联想(Lenovo)小新Pro13 2020性能版 英特尔酷睿i7 全面屏轻薄独显笔记本电脑(i7 16G 512G MX350 100%sRGB)银,7299.00,974,882,622
1222,联想ThinkPad 锐 E590 15.6英寸轻薄窄边框商务游戏笔记本电脑 i5-8265U 官方标配：4G内存 1TB机械硬盘 （0UCD） HD/2G独显/office,4199.00,520,348,139
1223,联想(Lenovo)小新Pro13 2020 英特尔酷睿i5高性能轻薄独显笔记本电脑(i5 16G 512G MX350 100%sRGB )沧海冰蓝,6299.00,751,943,80
1224,戴尔DELL灵越5000 15.6英寸高性能轻薄笔记本电脑(十代i5-1035G1 8G 512GSSD MX230 2G独显)银,4619.00,924,795,9
1225,戴尔DELL灵越5000fit 15.6英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机),5599.00,590,810,50
1226,Apple 2019款 MacBook Pro 13.3【带触控栏】八代i5 8G 256G RP645显卡 深空灰 笔记本电脑 MUHP2CH/A,9299.00,982,112,389
1227,RedmiBook 14英寸全金属超轻薄(英特尔酷睿i3处理器 4G 256G SSD Office 支持手环疾速解锁 Win10)游戏 银 手提 笔记本电脑 小米 红米,2999.00,194,917,636
1228,惠普(HP)星14-ce3081TX 14英寸轻薄笔记本电脑(i5-1035G1 16G 512GSSD MX330 2G FHD IPS)静谧银,5499.00,699,524,749
1229,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 集显 3K触控)灰,7988.00,460,35,764
1230,联想ThinkPad 翼490(E490 2DCD)英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8265U 8G 128GSSD+1T 2G独显)冰原银,4499.00,816,765,885
1231,宏碁(Acer)新蜂鸟3 移动超能版 3:2生产力2K高清屏 2020款全面屏轻薄高性能笔记本电脑(i5/16G/512G/Win10)银,4789.00,511,507,520
1232,华硕(ASUS) 顽石六代Pro 高性能锐龙 15.6英寸轻薄笔记本电脑(R7-3700U 8G 512SSD 正版WIN10)银色,3699.00,340,322,435
1233,联想ThinkPad E14 十代英特尔酷睿i5-10210U 14英寸全高清屏商务轻薄笔记本电脑 8G 128G固态+1TB混合双盘 独显 3CCD,4999.00,136,933,652
1234,联想(Lenovo)  Y9000X 英特尔酷睿i715.6英寸高性能标压轻薄笔记本电脑(i7-9750H 16G 1TSSD 4K UHD)深空灰,9299.00,932,51,239
1235,Apple 2020新款 MacBook Pro 13.3【带触控栏】十代i5 16G 512G 2.0GHz 深空灰 笔记本电脑 轻薄本 MWP42CH/A,13999.00,392,530,642
1236,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 独显 3K触控)灰,8988.00,382,609,591
1237,华为(HUAWEI)MateBook 13 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 16G 512G MX250 触控屏 多屏协同)灰,5999.00,375,196,234
1238,戴尔DELL灵越5000 fit 14英寸英特尔酷睿i7轻薄笔记本电脑(十代i7-10510U 8G 1TSSD MX250 2G 2年整机上门)银,6799.00,106,878,923
1239,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i7-10510U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,6299.00,75,861,647
1240,联想ThinkPad E15 2020 15.6英寸大屏商务轻薄游戏笔记本电脑 酷睿十代 I5-10210U 8G512G独显@3QCD标配 FHD高清,4999.00,123,574,63
1241,华为(HUAWEI)MateBook D 15全面屏轻薄笔记本电脑多屏协同便携超级快充(十代酷睿i5 16G+512G 独显)银,5399.00,180,562,476
1242,惠普（HP）战66 三代 AMD版14英寸轻薄笔记本电脑（锐龙7nm 六核 R5-4500U 8G 512G 一年上门+意外 2年电池）,4099.00,873,150,523
1243,Apple 2019新品 MacBook Pro 16【带触控栏】九代六核i7 16G 512G 深空灰 Radeon Pro 5300M显卡 笔记本电脑 轻薄本 移动工作站  MVVJ2CH/A,18099.00,905,652,197
1244,联想小新Air14锐龙版2020款R5笔记本电脑超薄本六核超级本R7学生用轻薄女生商务办公游戏超极本 标配丨R5-4600U 8G 256G固态 深空灰 新品7纳米/上网课,3499.00,902,342,837
1245,联想ThinkPad T495(02CD)14英寸轻薄笔记本电脑(R5 PRO-3500U 8G 512GSSD FHD Micro SD读卡器),4589.00,207,730,785
1246,联想(Lenovo) S550 14英寸 AMD锐龙版(全新12nm)轻薄笔记本电脑(R5-3500U 8G 512G PCIE IPS)太空灰,3799.00,288,305,280
1247,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i7 16G 512G MX350 100%sRGB）冰河银,6699.00,938,587,39
1248,荣耀笔记本电脑MagicBook Pro 16.1英寸全面屏轻薄性能本（酷睿i5 16G 512G MX250 100%sRGB Win10 ）冰河银,4499.00,84,194,735
1249,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i5 16G 512G MX350 100%sRGB）冰河银,5599.00,929,651,901
1250,联想(Lenovo)小新Pro13 2020 高性能轻薄独显笔记本电脑(十代i7 16G 512G MX350人脸识别 100%sRGB )沧海冰蓝,7299.00,926,181,860
1251,联想(Lenovo)小新Pro13 2020性能版 英特尔酷睿i7 全面屏轻薄独显笔记本电脑(i7 16G 512G MX350 100%sRGB)银,7299.00,858,25,871
1252,联想ThinkPad 锐 E590 15.6英寸轻薄窄边框商务游戏笔记本电脑 i5-8265U 官方标配：4G内存 1TB机械硬盘 （0UCD） HD/2G独显/office,4199.00,755,859,124
1253,联想(Lenovo)小新Pro13 2020 英特尔酷睿i5高性能轻薄独显笔记本电脑(i5 16G 512G MX350 100%sRGB )沧海冰蓝,6299.00,552,228,163
1254,戴尔DELL灵越5000 15.6英寸高性能轻薄笔记本电脑(十代i5-1035G1 8G 512GSSD MX230 2G独显)银,4619.00,763,875,531
1255,戴尔DELL灵越5000fit 15.6英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机),5599.00,313,781,491
1256,Apple 2019款 MacBook Pro 13.3【带触控栏】八代i5 8G 256G RP645显卡 深空灰 笔记本电脑 MUHP2CH/A,9299.00,485,950,495
1257,RedmiBook 14英寸全金属超轻薄(英特尔酷睿i3处理器 4G 256G SSD Office 支持手环疾速解锁 Win10)游戏 银 手提 笔记本电脑 小米 红米,2999.00,961,861,128
1258,惠普(HP)星14-ce3081TX 14英寸轻薄笔记本电脑(i5-1035G1 16G 512GSSD MX330 2G FHD IPS)静谧银,5499.00,752,519,540
1259,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 集显 3K触控)灰,7988.00,454,142,426
1260,联想ThinkPad 翼490(E490 2DCD)英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8265U 8G 128GSSD+1T 2G独显)冰原银,4499.00,792,923,372
1261,宏碁(Acer)新蜂鸟3 移动超能版 3:2生产力2K高清屏 2020款全面屏轻薄高性能笔记本电脑(i5/16G/512G/Win10)银,4789.00,245,762,442
1262,华硕(ASUS) 顽石六代Pro 高性能锐龙 15.6英寸轻薄笔记本电脑(R7-3700U 8G 512SSD 正版WIN10)银色,3699.00,85,632,250
1263,联想ThinkPad E14 十代英特尔酷睿i5-10210U 14英寸全高清屏商务轻薄笔记本电脑 8G 128G固态+1TB混合双盘 独显 3CCD,4999.00,976,487,685
